subscriptionName,resourceGroup,resourceType,resourceName,recommendationDisplayName,severity,state,controls
Management-P,rg-management-p-we-001,securityentitydata,node,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,node,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,node,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,node,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,registries,acrmanagementpwe001,Azure registry container images should have vulnerabilities resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,registries,acrmanagementpwe001,Container registries should not allow unrestricted network access,Medium,Unhealthy,Restrict unauthorized network access
Management-P,rg-management-p-we-001,registries,acrmanagementpwe001,Container registries should use private link,Medium,Unhealthy,Restrict unauthorized network access
Management-P,rg-isolation-linux-systems,vaults,ocd-crowdstrike,Azure Key Vaults should use private link,Medium,Unhealthy,Restrict unauthorized network access
Management-P,rg-isolation-linux-systems,vaults,ocd-crowdstrike,Diagnostic logs in Key Vault should be enabled,Low,Unhealthy,Enable auditing and logging
Management-P,rg-isolation-linux-systems,vaults,ocd-crowdstrike,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Management-P,rg-isolation-linux-systems,vaults,ocd-crowdstrike,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Management-P,rg-isolation-linux-systems,vaults,ocd-crowdstrike,Firewall should be enabled on Key Vault,Medium,Unhealthy,Restrict unauthorized network access
Management-P,rg-isolation-linux-systems,vaults,ocd-crowdstrike,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Management-P,rg-archiver-p-we-001,sites,func-archiver-p-we-001,Function App should only be accessible over HTTPS,Medium,Healthy,Encrypt data in transit
Management-P,rg-archiver-p-we-001,sites,func-archiver-p-we-001,FTPS should be required in function apps,High,Unhealthy,Encrypt data in transit
Management-P,rg-archiver-p-we-001,sites,func-archiver-p-we-001,CORS should not allow every resource to access Function Apps,Low,Healthy,Restrict unauthorized network access
Management-P,rg-archiver-p-we-001,sites,func-archiver-p-we-001,Managed identity should be enabled on function apps,Medium,Healthy,Manage access and permissions
Management-P,rg-archiver-p-we-001,sites,func-archiver-p-we-001,TLS should be updated to the latest version for function apps,High,Healthy,Encrypt data in transit
Management-P,rg-archiver-p-we-001,sites,func-archiver-p-we-001,Remote debugging should be turned off for Function App,Low,Healthy,Implement security best practices
Management-P,rg-archiver-p-we-001,storageaccounts,starchiverpwe001,Storage account should use a private link connection,Medium,Unhealthy,Restrict unauthorized network access
Management-P,rg-archiver-p-we-001,storageaccounts,starchiverpwe001,Storage accounts should restrict network access using virtual network rules,Medium,Unhealthy,Restrict unauthorized network access
Management-P,rg-archiver-p-we-001,storageaccounts,starchiverpwe001,Storage account public access should be disallowed,Medium,Healthy,Manage access and permissions
Management-P,rg-archiver-p-we-001,storageaccounts,starchiverpwe001,Storage accounts should be migrated to new Azure Resource Manager resources,Low,Healthy,Implement security best practices
Management-P,rg-archiver-p-we-001,storageaccounts,starchiverpwe001,Storage accounts should prevent shared key access,Medium,Unhealthy,Manage access and permissions
Management-P,rg-archiver-p-we-001,storageaccounts,starchiverpwe001,Secure transfer to storage accounts should be enabled,High,Healthy,Encrypt data in transit
Management-P,rg-archiver-p-we-001,vaults,kv-archiver-p-we-001,Azure Key Vaults should use private link,Medium,Unhealthy,Restrict unauthorized network access
Management-P,rg-archiver-p-we-001,vaults,kv-archiver-p-we-001,Diagnostic logs in Key Vault should be enabled,Low,Unhealthy,Enable auditing and logging
Management-P,rg-archiver-p-we-001,vaults,kv-archiver-p-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Management-P,rg-archiver-p-we-001,vaults,kv-archiver-p-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Management-P,rg-archiver-p-we-001,vaults,kv-archiver-p-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Management-P,rg-archiver-p-we-001,vaults,kv-archiver-p-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Management-P,rg-arc-ptr-win-p-we-001,machines,printp1,Machines should have a vulnerability assessment solution,Medium,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-ptr-win-p-we-001,machines,printp1,System updates should be installed on your machines (powered by Azure Update Manager),High,NotApplicable,Apply system updates
Management-P,rg-arc-ptr-win-p-we-001,machines,printp1,Machines should be configured to periodically check for missing system updates,High,NotApplicable,Apply system updates
Management-P,rg-arc-ptr-win-p-we-001,machines,printp1,Vulnerabilities in security configuration on your Windows machines should be remediated (powered by Guest Configuration),Low,NotApplicable,Remediate security configurations
Management-P,rg-arc-ptr-win-p-we-001,machines,printp1,Windows servers should be configured to use secure communication protocols,High,NotApplicable,Implement security best practices
Management-P,rg-arc-ptr-win-p-we-001,machines,printp1,Windows Defender Exploit Guard should be enabled on machines,Medium,NotApplicable,Implement security best practices
Management-P,rg-arc-ptr-win-p-we-001,machines,printp1,Machines should have vulnerability findings resolved,Low,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-mgmt-win-p-we-001,machines,socjumpp1,Machines should have a vulnerability assessment solution,Medium,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-mgmt-win-p-we-001,machines,socjumpp1,System updates should be installed on your machines (powered by Azure Update Manager),High,NotApplicable,Apply system updates
Management-P,rg-arc-mgmt-win-p-we-001,machines,socjumpp1,Machines should be configured to periodically check for missing system updates,High,NotApplicable,Apply system updates
Management-P,rg-arc-mgmt-win-p-we-001,machines,socjumpp1,Vulnerabilities in security configuration on your Windows machines should be remediated (powered by Guest Configuration),Low,NotApplicable,Remediate security configurations
Management-P,rg-arc-mgmt-win-p-we-001,machines,socjumpp1,Windows servers should be configured to use secure communication protocols,High,NotApplicable,Implement security best practices
Management-P,rg-arc-mgmt-win-p-we-001,machines,socjumpp1,Windows Defender Exploit Guard should be enabled on machines,Medium,NotApplicable,Implement security best practices
Management-P,rg-arc-mgmt-win-p-we-001,machines,socjumpp1,Machines should have vulnerability findings resolved,Low,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-mgmt-win-p-we-001,machines,JWPMGTP1,Machines should have a vulnerability assessment solution,Medium,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-mgmt-win-p-we-001,machines,jwpmgtp1,System updates should be installed on your machines (powered by Azure Update Manager),High,NotApplicable,Apply system updates
Management-P,rg-arc-mgmt-win-p-we-001,machines,jwpmgtp1,Machines should be configured to periodically check for missing system updates,High,NotApplicable,Apply system updates
Management-P,rg-arc-mgmt-win-p-we-001,machines,JWPMGTP1,Vulnerabilities in security configuration on your Windows machines should be remediated (powered by Guest Configuration),Low,NotApplicable,Remediate security configurations
Management-P,rg-arc-mgmt-win-p-we-001,machines,jwpmgtp1,Windows servers should be configured to use secure communication protocols,High,NotApplicable,Implement security best practices
Management-P,rg-arc-mgmt-win-p-we-001,machines,jwpmgtp1,Windows Defender Exploit Guard should be enabled on machines,Medium,NotApplicable,Implement security best practices
Management-P,rg-arc-mgmt-win-p-we-001,machines,JWPMGTP1,Machines should have vulnerability findings resolved,Low,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-mgmt-win-p-we-001,machines,jumpp1,Machines should have a vulnerability assessment solution,Medium,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-mgmt-win-p-we-001,machines,jumpp1,System updates should be installed on your machines (powered by Azure Update Manager),High,NotApplicable,Apply system updates
Management-P,rg-arc-mgmt-win-p-we-001,machines,jumpp1,Machines should be configured to periodically check for missing system updates,High,NotApplicable,Apply system updates
Management-P,rg-arc-mgmt-win-p-we-001,machines,jumpp1,Vulnerabilities in security configuration on your Windows machines should be remediated (powered by Guest Configuration),Low,NotApplicable,Remediate security configurations
Management-P,rg-arc-mgmt-win-p-we-001,machines,jumpp1,Windows servers should be configured to use secure communication protocols,High,NotApplicable,Implement security best practices
Management-P,rg-arc-mgmt-win-p-we-001,machines,jumpp1,Windows Defender Exploit Guard should be enabled on machines,Medium,NotApplicable,Implement security best practices
Management-P,rg-arc-mgmt-win-p-we-001,machines,jumpp1,Machines should have vulnerability findings resolved,Low,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-mgmt-win-p-we-001,machines,inframgtp1,Machines should have a vulnerability assessment solution,Medium,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-mgmt-win-p-we-001,machines,inframgtp1,System updates should be installed on your machines (powered by Azure Update Manager),High,NotApplicable,Apply system updates
Management-P,rg-arc-mgmt-win-p-we-001,machines,inframgtp1,Machines should be configured to periodically check for missing system updates,High,NotApplicable,Apply system updates
Management-P,rg-arc-mgmt-win-p-we-001,machines,inframgtp1,Vulnerabilities in security configuration on your Windows machines should be remediated (powered by Guest Configuration),Low,NotApplicable,Remediate security configurations
Management-P,rg-arc-mgmt-win-p-we-001,machines,inframgtp1,Windows servers should be configured to use secure communication protocols,High,NotApplicable,Implement security best practices
Management-P,rg-arc-mgmt-win-p-we-001,machines,inframgtp1,Windows Defender Exploit Guard should be enabled on machines,Medium,NotApplicable,Implement security best practices
Management-P,rg-arc-mgmt-win-p-we-001,machines,inframgtp1,Machines should have vulnerability findings resolved,Low,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-mgmt-win-p-we-001,machines,dsimgtp1,Machines should have a vulnerability assessment solution,Medium,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-mgmt-win-p-we-001,machines,dsimgtp1,System updates should be installed on your machines (powered by Azure Update Manager),High,NotApplicable,Apply system updates
Management-P,rg-arc-mgmt-win-p-we-001,machines,dsimgtp1,Machines should be configured to periodically check for missing system updates,High,NotApplicable,Apply system updates
Management-P,rg-arc-mgmt-win-p-we-001,machines,dsimgtp1,Vulnerabilities in security configuration on your Windows machines should be remediated (powered by Guest Configuration),Low,NotApplicable,Remediate security configurations
Management-P,rg-arc-mgmt-win-p-we-001,machines,dsimgtp1,Windows servers should be configured to use secure communication protocols,High,NotApplicable,Implement security best practices
Management-P,rg-arc-mgmt-win-p-we-001,machines,dsimgtp1,Windows Defender Exploit Guard should be enabled on machines,Medium,NotApplicable,Implement security best practices
Management-P,rg-arc-mgmt-win-p-we-001,machines,dsimgtp1,Machines should have vulnerability findings resolved,Low,NotApplicable,Remediate vulnerabilities
