subscriptionName,resourceGroup,resourceType,resourceName,recommendationDisplayName,severity,state,controls
Connectivity-T,rg-shared-t-we-001,storageaccounts,stsharedtwe001,Secure transfer to storage accounts should be enabled,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,storageaccounts,stapimtwe002,Storage account should use a private link connection,Medium,Unhealthy,Restrict unauthorized network access
Connectivity-T,rg-shared-t-we-001,storageaccounts,stapimtwe002,Storage accounts should restrict network access using virtual network rules,Medium,Unhealthy,Restrict unauthorized network access
Connectivity-T,rg-shared-t-we-001,storageaccounts,stapimtwe002,Storage account public access should be disallowed,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,storageaccounts,stapimtwe002,Storage accounts should be migrated to new Azure Resource Manager resources,Low,Healthy,Implement security best practices
Connectivity-T,rg-shared-t-we-001,storageaccounts,stapimtwe002,Storage accounts should prevent shared key access,Medium,Unhealthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,storageaccounts,stapimtwe002,Secure transfer to storage accounts should be enabled,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,subnets,snet-shared-t-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Connectivity-T,rg-shared-t-we-001,subnets,snet-shared-apps-t-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Connectivity-T,rg-shared-t-we-001,subnets,snet-shared-apim-t-we-002,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Connectivity-T,rg-shared-t-we-001,subnets,snet-shared-apim-t-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Connectivity-T,rg-shared-t-we-001,subnets,snet-shared-akv-t-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Connectivity-T,rg-shared-t-we-001,subnets,snet-shared-agw-t-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Connectivity-T,rg-shared-t-we-001,subnets,snet-dns-t-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Connectivity-T,rg-shared-t-we-001,subnets,GatewaySubnet,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Connectivity-T,rg-shared-t-we-001,virtualnetworks,vnet-shared-t-we-001,Network Watcher should be enabled,Low,Healthy,Implement security best practices
Connectivity-T,rg-shared-t-we-001,virtualnetworks,vnet-shared-t-we-001,Azure DDoS Protection Standard should be enabled,Medium,Unhealthy,Protect applications against DDoS attacks
Connectivity-T,rg-shared-t-we-001,applicationgateways,appgw-shared-t-we-001,Web Application Firewall (WAF) should be enabled for Application Gateway,Low,Healthy,Protect applications against DDoS attacks
Connectivity-T,rg-shared-t-we-001,vaults,kv-shared-t-we-001,Azure Key Vaults should use private link,Medium,Healthy,Restrict unauthorized network access
Connectivity-T,rg-shared-t-we-001,vaults,kv-shared-t-we-001,Diagnostic logs in Key Vault should be enabled,Low,Healthy,Enable auditing and logging
Connectivity-T,rg-shared-t-we-001,vaults,kv-shared-t-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Connectivity-T,rg-shared-t-we-001,vaults,kv-shared-t-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,vaults,kv-shared-t-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Connectivity-T,rg-shared-t-we-001,vaults,kv-shared-t-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Connectivity-T,rg-shared-t-we-001,subscriptions,wap,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,vis,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,users,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,ternate,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,sduint,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,sduint-user,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,runmyjobs,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,rpa,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,promptexecutor,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,products,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,poort80,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,paymentsod,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,payments,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,payments-api,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,parties,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,osb,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,omnius,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,offers,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,notifications,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,nice,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,next,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,melden,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,medewerkerportaal,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,master,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,klantportaal,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,jwpi,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,jwp,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,intermediaries,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,intakeportaal,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,iletsel,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,dvaportaal,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,documents,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,dmsi,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,dms,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,didasdmsi,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,didas,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,dd3,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,datascience,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,dasportaal,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,claims,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,authorizations,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,auth0,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,appointments,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,agreements,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,adminportaal,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,accounts,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,6997101501234e1d54da49fd,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,698b540f01234e13b0f04394,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,68cc1eab0a232316b008a9e3,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,680f2e300a23230ad4fead32,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,6800c3d20a23230ad4fea01e,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,67d929550a2323055064348d,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,67c16c200a2323055063f6a1,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,67b446340a23230bc8fcc791,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,67adfdea0a232302f09a5e46,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,67a083bb01234e10f03d2cfe,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,6758004a01234e10900dbc66,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,674ec2c001234e10900db4f8,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,674dd95401234e10900db41b,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,67496b6e01234e10900daf26,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,67485f9f01234e10900dac8a,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,673efa7801234e10900da114,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,67370fde01234e10900d9a61,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,672dd7e601234e0ff845855d,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,6724979e01234e0ff8457c6a,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,671f7d5501234e0ff84576d8,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,671f7d5401234e0ff84576d5,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,671f7d5401234e0ff84576d1,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,671f7d5301234e0ff84576ce,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,670399ebfb42680e0cdbebb9,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,670397befb42680e0cdbebb0,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66f6bcc5fb42680e0cdbdf95,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66f6bbfbfb42680e0cdbdf90,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66f6bbfbfb42680e0cdbdf8b,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66df109cfb426820fc99f453,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66d5d08efb426820fc99ece2,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66c478f5fb42681b0cc403d1,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66c478f5fb42681b0cc403ce,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66bf422afb42681b0cc3ff84,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66abeecbfb426816dc75f15d,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,6698ce6bfb42680a28a7bd57,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,668698ecfb426808786c7825,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,6672cb65fb42681534c717dd,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,666c09a2fb42681534c712cc,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66671707fb42681534c70898,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,6630991e217d20139490c8a7,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,6630991c217d20139490c895,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,6630991a217d20139490c886,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66309919217d20139490c87f,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66309919217d20139490c878,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66309919217d20139490c877,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66309918217d20139490c869,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66309918217d20139490c862,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66309917217d20139490c860,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66309916217d20139490c84e,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66309916217d20139490c84a,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66309916217d20139490c848,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66309916217d20139490c843,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,subscriptions,66309916217d20139490c841,API Management subscriptions should not be scoped to all APIs,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,service,apim-shared-t-we-002,Azure API Management platform version should be stv2,High,Healthy,
Connectivity-T,rg-shared-t-we-001,service,apim-shared-t-we-002,API Management should disable public network access to the service configuration endpoints,Medium,Healthy,Restrict unauthorized network access
Connectivity-T,rg-shared-t-we-001,service,apim-shared-t-we-002,API Management services should use a virtual network,Medium,Healthy,Implement security best practices
Connectivity-T,rg-shared-t-we-001,namedvalues,tikkieapikey,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,ternate-api-username,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,ternate-api-secret,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,surveys-api-key,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,sendgridapikey,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,semlab-api-token,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,responsesopenai-ad-audience,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,promptexecutor-function-key,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,promptexecutor-ad-client-application-id,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,promptexecutor-ad-audience,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,postnl-api-key,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,postcode-throttle-limit-dta,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,osbsubscriptionkey,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,openaiurls,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,onewelcometokenintrospectionurl,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,omnius-api-secret,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,omnius-api-bearer-key,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,nexturl,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,nextpassword,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,nextloginname,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,next-forms-secret,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,next-forms-client-id,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,next-auth-key,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,kvk-das-contractcard,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,kvk-das-companycard,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,kv-cm-keysprov-name,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,klantportaalsubscriptionkey,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,jwpiapi-authorization,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,jwpi_functions_api_key,API Management secret named values should be stored in Azure Key Vault,Medium,Unhealthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,jwpi-functions-api-key,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,iletsel-api-secret,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,if167-visosb-username,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,if167-visosb-password,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,if161-testws-username,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,if161-testws-password,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,id-cm-keysprovider-clientid,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,googleapikey,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,exponed-api-key,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,elasticsearchengine,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,elasticsearchapikey,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,documentshoporders-api-token,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,dekra-api-secret,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,dekra-api-client,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,ced-das-clientcode,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,bom-api-container-name,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,appinsights-key,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,appian_dossier_sync_api_key,API Management secret named values should be stored in Azure Key Vault,Medium,Unhealthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,namedvalues,appian-daemon-ad-client-app-id,API Management secret named values should be stored in Azure Key Vault,Medium,Healthy,Manage access and permissions
Connectivity-T,rg-shared-t-we-001,apis,webformsapi,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,wasstraat,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,visi,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,users,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,uboapi,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,tikkie,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,ternate,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,surveys,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,spryng,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,sendgrid,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,semlab,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,sduint,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,schadestaaturl,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,schadestaatbedrag,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,responsesopenai,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,recruitee,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
Connectivity-T,rg-shared-t-we-001,apis,rechtspraaknotificatie,API Management APIs should use only encrypted protocols,High,Healthy,Encrypt data in transit
